Unnamed: 0,STATION,NAME,DATE,TMAX,TMIN,TAVG
6116,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-11-29,56.0,36.0,46.0
6117,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-11-30,61.0,39.0,50.0
6118,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-01,73.0,58.0,65.5
6119,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-02,65.0,51.0,58.0
6120,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-03,51.0,43.0,47.0
6121,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-04,46.0,41.0,43.5
6122,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-05,44.0,37.0,40.5
6123,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-06,50.0,32.0,41.0
6124,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-07,50.0,34.0,42.0
6125,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-08,35.0,24.0,29.5
6126,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-09,38.0,19.0,28.5
6127,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-10,41.0,34.0,37.5
6128,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-11,34.0,15.0,24.5
6129,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-12,32.0,13.0,22.5
6130,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-13,48.0,27.0,37.5
6131,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-14,46.0,32.0,39.0
6132,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-15,39.0,27.0,33.0
6133,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-16,30.0,20.0,25.0
6134,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-17,58.0,27.0,42.5
6135,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-18,60.0,42.0,51.0
6136,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-19,53.0,35.0,44.0
6137,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-20,52.0,32.0,42.0
6138,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-21,56.0,31.0,43.5
6139,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-22,63.0,44.0,53.5
6140,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-23,64.0,48.0,56.0
6141,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-24,62.0,56.0,59.0
6142,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-25,57.0,31.0,44.0
6143,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-26,35.0,26.0,30.5
6144,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-27,47.0,33.0,40.0
6145,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-28,37.0,17.0,27.0
6146,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-29,32.0,12.0,22.0
6147,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-30,38.0,18.0,28.0
6148,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1982-12-31,43.0,31.0,37.0
6149,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-01,44.0,27.0,35.5
6150,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-02,36.0,25.0,30.5
6151,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-03,39.0,18.0,28.5
6152,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-04,35.0,30.0,32.5
6153,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-05,38.0,32.0,35.0
6154,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-06,59.0,31.0,45.0
6155,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-07,43.0,35.0,39.0
6156,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-08,53.0,33.0,43.0
6157,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-09,49.0,38.0,43.5
6158,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-10,42.0,29.0,35.5
6159,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-11,42.0,23.0,32.5
6160,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-12,47.0,20.0,33.5
6161,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-13,65.0,30.0,47.5
6162,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-14,49.0,28.0,38.5
6163,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-15,37.0,22.0,29.5
6164,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-16,46.0,21.0,33.5
6165,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-17,34.0,21.0,27.5
6166,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-18,30.0,16.0,23.0
6167,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-19,30.0,26.0,28.0
6168,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-20,38.0,27.0,32.5
6169,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-21,37.0,25.0,31.0
6170,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-22,35.0,31.0,33.0
6171,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-23,40.0,31.0,35.5
6172,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-24,38.0,30.0,34.0
6173,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-25,38.0,28.0,33.0
6174,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-26,32.0,22.0,27.0
6175,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-27,38.0,20.0,29.0
6176,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-28,48.0,37.0,42.5
6177,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-29,43.0,33.0,38.0
6178,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-30,42.0,28.0,35.0
6179,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-01-31,36.0,30.0,33.0
6180,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-01,34.0,26.0,30.0
6181,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-02,32.0,24.0,28.0
6182,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-03,24.0,13.0,18.5
6183,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-04,29.0,4.0,16.5
6184,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-05,34.0,25.0,29.5
6185,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-06,33.0,10.0,21.5
6186,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-07,34.0,3.0,18.5
6187,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-08,39.0,26.0,32.5
6188,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-09,39.0,30.0,34.5
6189,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-10,46.0,33.0,39.5
6190,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-11,40.0,35.0,37.5
6191,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-12,42.0,35.0,38.5
6192,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-13,56.0,31.0,43.5
6193,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-14,59.0,39.0,49.0
6194,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-15,49.0,38.0,43.5
6195,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-16,58.0,38.0,48.0
6196,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-17,51.0,28.0,39.5
6197,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-18,63.0,32.0,47.5
6198,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-19,67.0,45.0,56.0
6199,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-20,64.0,49.0,56.5
6200,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-21,56.0,43.0,49.5
6201,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-22,56.0,42.0,49.0
6202,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-23,55.0,37.0,46.0
6203,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-24,49.0,34.0,41.5
6204,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-25,40.0,30.0,35.0
6205,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-26,55.0,34.0,44.5
6206,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-27,54.0,38.0,46.0
6207,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-02-28,63.0,34.0,48.5
6208,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-01,70.0,37.0,53.5
6209,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-02,78.0,40.0,59.0
6210,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-03,82.0,57.0,69.5
6211,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-04,67.0,60.0,63.5
6212,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-05,67.0,56.0,61.5
6213,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-06,70.0,53.0,61.5
6214,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-07,55.0,36.0,45.5
6215,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-08,37.0,28.0,32.5
6216,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-09,44.0,28.0,36.0
6217,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-10,44.0,27.0,35.5
6218,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-11,40.0,28.0,34.0
6219,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-12,59.0,27.0,43.0
6220,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-13,75.0,42.0,58.5
6221,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-14,67.0,33.0,50.0
6222,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-15,80.0,56.0,68.0
6223,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-16,63.0,44.0,53.5
6224,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-17,51.0,40.0,45.5
6225,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-18,46.0,39.0,42.5
6226,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-19,43.0,34.0,38.5
6227,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-20,35.0,28.0,31.5
6228,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-21,39.0,24.0,31.5
6229,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-22,44.0,23.0,33.5
6230,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-23,50.0,32.0,41.0
6231,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-24,49.0,34.0,41.5
6232,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-25,46.0,35.0,40.5
6233,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-26,47.0,41.0,44.0
6234,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-27,46.0,36.0,41.0
6235,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-28,49.0,36.0,42.5
6236,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-29,45.0,37.0,41.0
6237,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-30,53.0,42.0,47.5
6238,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-03-31,70.0,45.0,57.5
6239,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-01,56.0,43.0,49.5
6240,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-02,46.0,40.0,43.0
6241,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-03,50.0,40.0,45.0
6242,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-04,42.0,34.0,38.0
6243,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-05,45.0,38.0,41.5
6244,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-06,45.0,37.0,41.0
6245,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-07,53.0,34.0,43.5
6246,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-08,45.0,35.0,40.0
6247,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-09,43.0,36.0,39.5
6248,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-10,54.0,38.0,46.0
6249,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-11,65.0,32.0,48.5
6250,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-12,75.0,50.0,62.5
6251,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-13,51.0,37.0,44.0
6252,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-14,50.0,35.0,42.5
6253,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-15,58.0,32.0,45.0
6254,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-16,60.0,40.0,50.0
6255,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-17,59.0,37.0,48.0
6256,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-18,52.0,32.0,42.0
6257,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-19,48.0,35.0,41.5
6258,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-20,62.0,44.0,53.0
6259,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-21,65.0,42.0,53.5
6260,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-22,60.0,49.0,54.5
6261,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-23,70.0,49.0,59.5
6262,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-24,66.0,44.0,55.0
6263,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-25,77.0,43.0,60.0
6264,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-26,82.0,64.0,73.0
6265,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-27,70.0,52.0,61.0
6266,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-28,66.0,51.0,58.5
6267,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-29,65.0,57.0,61.0
6268,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-04-30,71.0,56.0,63.5
6269,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-01,79.0,54.0,66.5
6270,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-02,61.0,49.0,55.0
6271,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-03,68.0,48.0,58.0
6272,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-04,72.0,48.0,60.0
6273,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-05,81.0,56.0,68.5
6274,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-06,81.0,64.0,72.5
6275,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-07,64.0,52.0,58.0
6276,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-08,65.0,43.0,54.0
6277,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-09,73.0,51.0,62.0
6278,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-10,76.0,55.0,65.5
6279,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-11,71.0,64.0,67.5
6280,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-12,80.0,64.0,72.0
6281,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-13,76.0,60.0,68.0
6282,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-14,65.0,50.0,57.5
6283,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-15,65.0,47.0,56.0
6284,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-16,71.0,45.0,58.0
6285,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-17,71.0,58.0,64.5
6286,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-18,78.0,55.0,66.5
6287,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-19,74.0,56.0,65.0
6288,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-20,74.0,53.0,63.5
6289,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-21,71.0,59.0,65.0
6290,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-22,76.0,57.0,66.5
6291,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-23,75.0,51.0,63.0
6292,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-24,84.0,52.0,68.0
6293,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-25,75.0,60.0,67.5
6294,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-26,76.0,55.0,65.5
6295,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-27,84.0,67.0,75.5
6296,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-28,86.0,65.0,75.5
6297,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-29,75.0,57.0,66.0
6298,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-30,70.0,50.0,60.0
6299,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-05-31,,51.0,
6300,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-01,72.0,54.0,63.0
6301,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-02,68.0,65.0,66.5
6302,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-03,80.0,63.0,71.5
6303,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-04,83.0,55.0,69.0
6304,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-05,72.0,56.0,64.0
6305,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-06,74.0,53.0,63.5
6306,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-07,80.0,56.0,68.0
6307,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-08,83.0,61.0,72.0
6308,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-09,86.0,66.0,76.0
6309,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-10,85.0,70.0,77.5
6310,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-11,84.0,70.0,77.0
6311,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-12,86.0,69.0,77.5
6312,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-13,88.0,67.0,77.5
6313,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-14,80.0,63.0,71.5
6314,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-15,86.0,61.0,73.5
6315,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-16,86.0,65.0,75.5
6316,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-17,85.0,66.0,75.5
6317,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-18,77.0,65.0,71.0
6318,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-19,87.0,68.0,77.5
6319,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-20,89.0,75.0,82.0
6320,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-21,91.0,76.0,83.5
6321,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-22,94.0,75.0,84.5
6322,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-23,91.0,73.0,82.0
6323,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-24,91.0,70.0,80.5
6324,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-25,91.0,74.0,82.5
6325,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-26,83.0,75.0,79.0
6326,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-27,87.0,73.0,80.0
6327,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-28,84.0,65.0,74.5
6328,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-29,81.0,70.0,75.5
6329,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-06-30,93.0,72.0,82.5
6330,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-01,94.0,78.0,86.0
6331,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-02,88.0,75.0,81.5
6332,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-03,93.0,80.0,86.5
6333,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-04,82.0,70.0,76.0
6334,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-05,82.0,67.0,74.5
6335,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-06,86.0,66.0,76.0
6336,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-07,86.0,68.0,77.0
6337,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-08,90.0,69.0,79.5
6338,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-09,90.0,69.0,79.5
6339,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-10,92.0,70.0,81.0
6340,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-11,95.0,75.0,85.0
6341,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-12,96.0,74.0,85.0
6342,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-13,92.0,77.0,84.5
6343,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-14,91.0,76.0,83.5
6344,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-15,88.0,75.0,81.5
6345,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-16,92.0,75.0,83.5
6346,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-17,91.0,75.0,83.0
6347,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-18,98.0,77.0,87.5
6348,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-19,99.0,81.0,90.0
6349,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-20,99.0,81.0,90.0
6350,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-21,101.0,81.0,91.0
6351,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-22,101.0,78.0,89.5
6352,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-23,102.0,80.0,91.0
6353,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-24,96.0,71.0,83.5
6354,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-25,86.0,70.0,78.0
6355,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-26,89.0,72.0,80.5
6356,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-27,102.0,79.0,90.5
6357,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-28,103.0,81.0,92.0
6358,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-29,98.0,81.0,89.5
6359,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-30,95.0,77.0,86.0
6360,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-07-31,98.0,75.0,86.5
6361,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-08-01,98.0,77.0,87.5
6362,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-08-02,100.0,80.0,90.0
6363,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-08-03,100.0,77.0,88.5
6364,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1983-08-04,98.0,83.0,90.5
