Unnamed: 0,STATION,NAME,DATE,TMAX,TMIN,TAVG
0,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-01,43.0,32.0,37.5
1,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-02,43.0,20.0,31.5
2,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-03,29.0,10.0,19.5
3,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-04,30.0,9.0,19.5
4,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-05,24.0,15.0,19.5
5,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-06,47.0,17.0,32.0
6,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-07,49.0,29.0,39.0
7,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-08,51.0,30.0,40.5
8,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-09,52.0,32.0,42.0
9,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-10,44.0,32.0,38.0
10,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-11,65.0,32.0,48.5
11,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-12,69.0,42.0,55.5
12,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-13,42.0,37.0,39.5
13,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-14,52.0,38.0,45.0
14,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-15,40.0,27.0,33.5
15,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-16,32.0,22.0,27.0
16,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-17,31.0,28.0,29.5
17,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-18,28.0,15.0,21.5
18,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-19,25.0,13.0,19.0
19,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-20,26.0,10.0,18.0
20,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-21,20.0,9.0,14.5
21,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-22,16.0,2.0,9.0
22,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-23,21.0,3.0,12.0
23,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-24,32.0,9.0,20.5
24,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-25,45.0,31.0,38.0
25,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-26,48.0,33.0,40.5
26,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-27,38.0,27.0,32.5
27,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-28,35.0,31.0,33.0
28,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-29,31.0,21.0,26.0
29,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-30,47.0,23.0,35.0
30,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-01-31,52.0,29.0,40.5
31,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-01,45.0,34.0,39.5
32,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-02,51.0,33.0,42.0
33,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-03,46.0,34.0,40.0
34,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-04,37.0,33.0,35.0
35,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-05,37.0,33.0,35.0
36,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-06,40.0,29.0,34.5
37,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-07,44.0,27.0,35.5
38,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-08,57.0,40.0,48.5
39,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-09,46.0,33.0,39.5
40,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-10,33.0,19.0,26.0
41,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-11,27.0,16.0,21.5
42,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-12,26.0,12.0,19.0
43,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-13,30.0,9.0,19.5
44,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-14,34.0,16.0,25.0
45,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-15,41.0,29.0,35.0
46,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-16,49.0,30.0,39.5
47,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-17,32.0,22.0,27.0
48,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-18,36.0,19.0,27.5
49,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-19,26.0,14.0,20.0
50,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-20,43.0,26.0,34.5
51,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-21,33.0,13.0,23.0
52,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-22,23.0,8.0,15.5
53,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-23,25.0,19.0,22.0
54,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-24,24.0,19.0,21.5
55,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-25,28.0,16.0,22.0
56,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-26,27.0,16.0,21.5
57,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-27,21.0,14.0,17.5
58,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-28,22.0,13.0,17.5
59,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-02-29,24.0,10.0,17.0
60,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-01,26.0,16.0,21.0
61,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-02,21.0,15.0,18.0
62,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-03,21.0,9.0,15.0
63,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-04,12.0,1.0,6.5
64,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-05,12.0,0.0,6.0
65,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-06,21.0,9.0,15.0
66,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-07,27.0,19.0,23.0
67,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-08,30.0,19.0,24.5
68,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-09,37.0,23.0,30.0
69,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-10,31.0,23.0,27.0
70,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-11,31.0,20.0,25.5
71,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-12,29.0,11.0,20.0
72,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-13,37.0,22.0,29.5
73,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-14,30.0,26.0,28.0
74,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-15,29.0,26.0,27.5
75,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-16,30.0,24.0,27.0
76,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-17,35.0,17.0,26.0
77,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-18,40.0,24.0,32.0
78,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-19,37.0,29.0,33.0
79,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-20,37.0,24.0,30.5
80,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-21,40.0,19.0,29.5
81,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-22,36.0,26.0,31.0
82,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-23,42.0,21.0,31.5
83,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-24,35.0,22.0,28.5
84,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-25,43.0,20.0,31.5
85,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-26,63.0,28.0,45.5
86,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-27,73.0,48.0,60.5
87,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-28,77.0,52.0,64.5
88,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-29,77.0,41.0,59.0
89,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-30,46.0,38.0,42.0
90,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-03-31,71.0,35.0,53.0
91,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-01,62.0,41.0,51.5
92,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-02,42.0,37.0,39.5
93,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-03,59.0,38.0,48.5
94,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-04,52.0,41.0,46.5
95,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-05,57.0,36.0,46.5
96,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-06,70.0,50.0,60.0
97,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-07,66.0,40.0,53.0
98,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-08,56.0,43.0,49.5
99,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-09,49.0,34.0,41.5
100,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-10,64.0,33.0,48.5
101,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-11,73.0,58.0,65.5
102,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-12,78.0,58.0,68.0
103,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-13,68.0,61.0,64.5
104,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-14,71.0,58.0,64.5
105,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-15,78.0,58.0,68.0
106,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-16,79.0,50.0,64.5
107,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-17,54.0,39.0,46.5
108,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-18,65.0,42.0,53.5
109,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-19,74.0,53.0,63.5
110,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-20,74.0,57.0,65.5
111,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-21,82.0,49.0,65.5
112,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-22,85.0,65.0,75.0
113,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-23,77.0,70.0,73.5
114,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-24,87.0,70.0,78.5
115,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-25,73.0,60.0,66.5
116,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-26,69.0,51.0,60.0
117,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-27,68.0,49.0,58.5
118,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-28,64.0,56.0,60.0
119,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-29,67.0,49.0,58.0
120,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-04-30,49.0,33.0,41.0
121,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-01,67.0,39.0,53.0
122,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-02,72.0,50.0,61.0
123,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-03,76.0,56.0,66.0
124,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-04,69.0,60.0,64.5
125,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-05,79.0,60.0,69.5
126,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-06,62.0,48.0,55.0
127,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-07,61.0,45.0,53.0
128,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-08,68.0,44.0,56.0
129,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-09,68.0,50.0,59.0
130,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-10,69.0,45.0,57.0
131,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-11,63.0,44.0,53.5
132,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-12,73.0,43.0,58.0
133,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-13,76.0,48.0,62.0
134,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-14,82.0,61.0,71.5
135,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-15,79.0,63.0,71.0
136,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-16,79.0,60.0,69.5
137,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-17,76.0,55.0,65.5
138,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-18,82.0,62.0,72.0
139,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-19,84.0,65.0,74.5
140,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-20,70.0,51.0,60.5
141,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-21,78.0,53.0,65.5
142,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-22,87.0,55.0,71.0
143,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-23,90.0,65.0,77.5
144,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-24,89.0,71.0,80.0
145,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-25,78.0,66.0,72.0
146,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-26,79.0,61.0,70.0
147,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-27,81.0,57.0,69.0
148,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-28,77.0,58.0,67.5
149,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-29,75.0,61.0,68.0
150,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-30,79.0,59.0,69.0
151,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-05-31,82.0,61.0,71.5
152,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-01,83.0,67.0,75.0
153,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-02,88.0,63.0,75.5
154,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-03,94.0,68.0,81.0
155,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-04,97.0,72.0,84.5
156,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-05,76.0,64.0,70.0
157,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-06,71.0,62.0,66.5
158,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-07,70.0,62.0,66.0
159,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-08,76.0,63.0,69.5
160,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-09,80.0,66.0,73.0
161,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-10,89.0,72.0,80.5
162,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-11,88.0,69.0,78.5
163,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-12,77.0,65.0,71.0
164,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-13,65.0,61.0,63.0
165,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-14,80.0,60.0,70.0
166,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-15,88.0,66.0,77.0
167,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-16,78.0,63.0,70.5
168,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-17,80.0,57.0,68.5
169,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-18,73.0,68.0,70.5
170,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-19,87.0,68.0,77.5
171,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-20,88.0,69.0,78.5
172,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-21,80.0,68.0,74.0
173,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-22,87.0,70.0,78.5
174,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-23,80.0,67.0,73.5
175,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-24,73.0,62.0,67.5
176,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-25,79.0,60.0,69.5
177,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-26,83.0,69.0,76.0
178,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-27,85.0,71.0,78.0
179,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-28,98.0,72.0,85.0
180,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-29,87.0,75.0,81.0
181,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-06-30,95.0,68.0,81.5
182,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-01,80.0,68.0,74.0
183,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-02,97.0,70.0,83.5
184,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-03,86.0,71.0,78.5
185,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-04,78.0,65.0,71.5
186,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-05,81.0,61.0,71.0
187,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-06,82.0,65.0,73.5
188,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-07,81.0,65.0,73.0
189,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-08,80.0,70.0,75.0
190,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-09,79.0,69.0,74.0
191,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-10,93.0,68.0,80.5
192,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-11,100.0,77.0,88.5
193,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-12,84.0,77.0,80.5
194,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-13,86.0,71.0,78.5
195,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-14,79.0,64.0,71.5
196,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-15,81.0,65.0,73.0
197,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-16,89.0,68.0,78.5
198,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-17,87.0,70.0,78.5
199,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-18,84.0,68.0,76.0
200,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-19,91.0,70.0,80.5
201,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-20,92.0,76.0,84.0
202,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-21,89.0,76.0,82.5
203,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-22,84.0,74.0,79.0
204,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-23,83.0,72.0,77.5
205,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-24,82.0,72.0,77.0
206,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-25,87.0,74.0,80.5
207,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-26,97.0,73.0,85.0
208,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-27,90.0,73.0,81.5
209,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-28,93.0,67.0,80.0
210,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-29,87.0,69.0,78.0
211,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-30,80.0,67.0,73.5
212,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-07-31,83.0,59.0,71.0
213,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-01,91.0,66.0,78.5
214,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-02,97.0,76.0,86.5
215,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-03,94.0,75.0,84.5
216,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-04,95.0,72.0,83.5
217,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-05,100.0,75.0,87.5
218,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-06,99.0,75.0,87.0
219,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-07,90.0,70.0,80.0
220,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-08,87.0,72.0,79.5
221,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-09,79.0,69.0,74.0
222,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-10,84.0,65.0,74.5
223,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-11,82.0,61.0,71.5
224,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-12,86.0,63.0,74.5
225,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-13,92.0,69.0,80.5
226,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-14,89.0,70.0,79.5
227,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-15,89.0,69.0,79.0
228,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-16,89.0,69.0,79.0
229,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-17,88.0,67.0,77.5
230,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-18,84.0,68.0,76.0
231,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-19,82.0,65.0,73.5
232,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-20,82.0,67.0,74.5
233,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-21,89.0,68.0,78.5
234,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-22,92.0,73.0,82.5
235,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-23,93.0,71.0,82.0
236,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-24,91.0,73.0,82.0
237,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-25,94.0,76.0,85.0
238,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-26,88.0,73.0,80.5
239,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-27,90.0,74.0,82.0
240,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-28,91.0,75.0,83.0
241,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-29,86.0,72.0,79.0
242,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-30,94.0,75.0,84.5
243,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-08-31,95.0,76.0,85.5
244,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-09-01,96.0,77.0,86.5
245,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-09-02,98.0,74.0,86.0
246,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-09-03,97.0,73.0,85.0
247,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-09-04,95.0,71.0,83.0
248,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-09-05,95.0,74.0,84.5
249,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-09-06,95.0,77.0,86.0
250,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-09-07,95.0,76.0,85.5
251,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-09-08,95.0,72.0,83.5
252,USW00013988,"KANSAS CITY DOWNTOWN AIRPORT, MO US",1960-09-09,72.0,63.0,67.5
